Course Type Name,Start Date,Enrolled,Student Price,Location,year,month,course,combined_course
Avalanche Rescue,2025-01-03,11,250.0,"Deschutes National Forest, Oregon, United States",2025,1,Avalanche Rescue,avalanche rescue
AIARE 1,2025-01-03,9,775.0,"Western Wallowas, Oregon, United States",2025,1,AIARE 1,aiare 1
Avalanche Rescue,2025-01-03,0,275.0,"Lake Tahoe, California, United States",2025,1,Avalanche Rescue,avalanche rescue
AIARE 1,2025-01-03,17,725.0,"Buffalo Pass, Colorado, United States",2025,1,AIARE 1,aiare 1
Avalanche Rescue,2025-01-03,0,145.0,"Bear River Mountains, Utah, United States",2025,1,Avalanche Rescue,avalanche rescue
AIARE 1,2025-01-03,10,600.0,"Rabbit Ears Pass, Colorado, United States",2025,1,AIARE 1,aiare 1
Avalanche Rescue,2025-01-03,6,245.0,"Summit County, Colorado, United States",2025,1,Avalanche Rescue,avalanche rescue
AIARE 1,2025-01-03,0,618.0,"Rocky Mountain National Park, Colorado, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-03,6,5200.0,"Inspired Summit HQ, Utah, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-03,0,5200.0,"Inspired Summit HQ, Utah, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-03,6,1100.0,"Summit Co, Colorado, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-03,4,850.0,"Aspen, Colorado, United States",2025,1,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2025-01-03,0,895.0,"Wheeler Peak Wilderness, New Mexico, United States",2025,1,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2025-01-02,0,550.0,"Snoqualmie Pass, Washington, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-02,22,575.0,"Snoqualmie Pass, Washington, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-02,7,600.0,"Mount Baker, Washington, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-02,18,635.0,"Snowbird, Cottonwood Canyons, Utah, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-02,15,600.0,"Mt. Baker Backcountry, Washington, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-02,12,575.0,"Snoqualmie Pass, Washington, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-02,4,650.0,"Cottonwood Pass, Colorado, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-02,6,575.0,"White Pass, Washington, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-02,1,750.0,"North Lake Tahoe, CA, California, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-01,10,695.0,"Three Sisters Wilderness, Oregon, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-01,9,575.0,"Togwotee Pass, Wyoming, United States",2025,1,AIARE 1,aiare 1
Avalanche Rescue,2025-01-01,0,0.0,"Vail Pass, Alabama, United States",2025,1,Avalanche Rescue,avalanche rescue
AIARE 1,2025-01-01,0,525.0,"Monarch Pass, Colorado, United States",2025,1,AIARE 1,aiare 1
AIARE 1,2025-01-01,0,725.0,"Mt. Baker Backcountry, Washington, United States",2025,1,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2025-01-01,0,450.0,"Carrabassett Valley Acadamey, Maine, United States",2025,1,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1 + Avalanche Rescue,2025-01-01,0,450.0,"Carrabassett Valley Acadamey, Maine, United States",2025,1,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2024-12-31,4,625.0,"Mt Washington, New Hampshire, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-31,8,635.0,"Crested Butte, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 2,2024-12-30,10,630.0,"cottonwood canyons, Utah, United States",2024,12,AIARE 2,aiare 2
AIARE 1,2024-12-30,19,555.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-30,0,250.0,"Mammoth Lakes, California, California, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-30,6,256.5,"Classroom is in Eagle Vail, CO // Field Location – Vail Valley, Vail Pass, Fremont Pass and/or surrounding areas, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-30,6,250.0,"Mount Hood Oregon, Oregon, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-30,10,635.0,"Grand Teton National Park, Wyoming, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-30,0,550.0,"Mammoth Lakes, California, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-29,6,215.0,"cottonwood canyons, Utah, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-29,4,275.0,"Baker Backcountry, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-29,0,225.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-29,0,275.0,"Snowbird, Cottonwood Canyons, Utah, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-29,6,250.0,"Rocky Mountain National Park, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-28,3,625.0,"Mount Baker, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,4,625.0,"North Lake Tahoe / Truckee, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,10,625.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,0,625.0,"Mammoth, California, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-28,2,345.0,"North Lake Tahoe / Truckee, California, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-28,0,245.0,"Mount Baker, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-28,0,245.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-28,3,210.0,"Sawatch Range, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-28,11,589.0,"Golden, CO, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-28,6,235.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-28,0,225.0,"Silverton, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-28,6,600.0,"Rainier, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,0,600.0,"Baker, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,14,600.0,"Mt Hood, Oregon, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,1,1199.0,"Red Mountain Pass, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,16,575.0,"Donner Summit, California, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-28,5,,"Vail Pass, Colorado , United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-28,0,685.0,"Lake Tahoe, California, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-28,0,325.0,"Lake Tahoe, California, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-28,0,575.0,"Stevens Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,11,579.0,"Mt. Hood, Oregon, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,6,595.0,"Inyo National Forest, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,6,495.0,"Canyon Creek Whitefish, MT., Montana, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,3,575.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-28,3,625.0,"Mt. Washington, NH, New Hampshire, United States",2024,12,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-27,3,895.0,"Taos, New Mexico, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2024-12-27,11,600.0,"cottonwood canyons, Utah, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-27,4,225.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1 + Avalanche Rescue,2024-12-27,6,815.0,"Mount Baker, Washington, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-27,3,895.0,"North Lake Tahoe / Truckee, California, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-27,5,815.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-27,6,815.0,"Mammoth, California, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
Avalanche Rescue,2024-12-27,0,345.0,"North Lake Tahoe / Truckee, California, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-27,3,245.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-27,0,245.0,"Mount Baker, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-27,0,245.0,"Mammoth, California, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-27,6,600.0,"Sawatch Range, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,3,595.0,"Mammoth Lakes, California, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,7,600.0,"Baker Backcountry, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,0,900.0,"Baker Backcountry, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 2,2024-12-27,0,600.0,"Baker Backcountry, Washington, United States",2024,12,AIARE 2,aiare 2
AIARE 1,2024-12-27,5,618.0,"Rocky Mountain National Park, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-27,0,269.0,"Golden, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-27,12,575.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,0,600.0,"Mount Baker, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,18,635.0,"Summit County, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,2,650.0,"Silverton, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,0,699.0,"Rocky Mountain NP, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,6,565.0,"Expedition Kirkwood, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,6,625.0,"Mt Washington, New Hampshire, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,0,600.0,"Mount Washington, New Hampshire, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,3,625.5,"Classroom is in Eagle Vail, CO // Field Location – Vail Valley, Vail Pass, Fremont Pass and/or surrounding areas, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-27,7,882.0,"Classroom is in Eagle Vail, CO // Field Location – Vail Valley, Vail Pass, Fremont Pass and/or surrounding areas, Colorado, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
Avalanche Rescue,2024-12-27,3,185.0,"Baker, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-27,4,595.0,"Crystal Mountain Ski Resort, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,6,685.0,"Mammoth Lakes, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,12,550.0,"Mount Washington, New Hampshire, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-27,3,275.0,"Lake Tahoe, California, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-27,9,725.0,"Buffalo Pass, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,5,725.0,"Mt. Baker Backcountry, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,0,1100.0,"Crystal Cabin at the Rocky Mountain Biological Lab, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,1,550.0,"North Lake Tahoe, CA, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-27,10,850.0,"Tam Rim Alpine Huts, Oregon, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-27,2,250.0,"Wheeler Peak Wilderness, New Mexico, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-27,0,495.0,"Uintas, Utah, United States",2024,12,AIARE 1,aiare 1
AIARE 2,2024-12-26,10,555.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 2,aiare 2
AIARE 1,2024-12-26,12,575.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-26,12,575.0,"Stevens Pass, Washington, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-26,0,265.0,"Mammoth Lakes, California, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-26,4,595.0,"Rocky Mountain National Park, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-26,4,575.0,"Crystal Mountain, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-23,5,555.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-23,0,245.0,"White Mountain National Forest, New Hampshire, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-23,0,550.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-23,11,225.0,"Payette Powder Guides, Lick Creek Summit, Idaho, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-23,17,275.0,"Mt Washington Valley, New Hampshire, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-23,0,256.5,"Classroom is in Eagle Vail, CO // Field Location – Vail Valley, Vail Pass, Fremont Pass and/or surrounding areas, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-23,5,295.0,"Mt. Baker Backcountry, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-23,3,250.0,"Grand Teton National Park, Wyoming, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-23,4,0.0,"Mt Baker, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-22,2,225.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-22,0,345.0,"North Lake Tahoe / Truckee, California, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-22,0,225.0,"Mt. Baker, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-22,4,215.0,"Expedition Kirkwood, California, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-22,4,249.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-22,0,257.5,"Rocky Mountain National Park, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-21,6,215.0,"cottonwood canyons, Utah, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,3,625.0,"Mount Baker, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,0,625.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,9,625.0,"North Lake Tahoe / Truckee, California, United States",2024,12,AIARE 1,aiare 1
AIARE 2,2024-12-21,0,695.0,"North Lake Tahoe / Truckee, California, United States",2024,12,AIARE 2,aiare 2
AIARE 1,2024-12-21,0,625.0,"Mammoth, California, United States",2024,12,AIARE 1,aiare 1
AIARE 2,2024-12-21,4,695.0,"Mt Baker, California, United States",2024,12,AIARE 2,aiare 2
Avalanche Rescue,2024-12-21,4,245.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-21,13,275.0,"Baker Backcountry, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,6,597.0,"White Mountain National Forest, New Hampshire, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-21,2,195.0,"Inspired Summit Adventures 8178 Gorgoza Pines Rd unit I, Utah, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-21,10,219.0,"Summit County, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,12,625.0,"Mt Washington, New Hampshire, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-21,5,185.0,"Baker, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,12,600.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,6,650.0,"Aspen, CO, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-21,0,275.0,"Mt. Baker Backcountry, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,16,600.0,"Mt Hood, Oregon, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,6,575.0,"Donner Summit, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,11,550.0,"Mount Washington, New Hampshire, United States",2024,12,AIARE 1,aiare 1
AIARE 2,2024-12-21,5,575.0,"Springhill Suites Island Park Yellowstone, Idaho, United States",2024,12,AIARE 2,aiare 2
Avalanche Rescue,2024-12-21,3,225.0,"Togwotee Pass, Wyoming, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,3,600.0,"Vail Pass, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,0,685.0,"Lake Tahoe, California, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-21,5,325.0,"Lake Tahoe, California, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,0,575.0,"Stevens Pass, Washington, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-21,2,249.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,5,579.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-21,0,250.0,"Rocky Mountain National Park, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,9,595.0,"Rocky Mountain National Park, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-21,12,0.0,"Monarch Pass, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,6,645.0,"Summit County, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-21,0,225.0,"Crested Butte area backcountry, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-21,2,595.0,"Inyo National Forest, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,10,635.0,"Grand Teton National Park, Wyoming, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,2,550.0,"North Lake Tahoe, CA, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,9,0.0,"Washington Pass, Loup Loup Ski Bowl, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-21,3,625.0,"Mt. Washington, NH, New Hampshire, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-20,12,600.0,"cottonwood canyons, Utah, United States",2024,12,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-20,0,815.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-20,4,895.0,"North Lake Tahoe / Truckee, California, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-20,2,815.0,"Mount Baker, Washington, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1 + Avalanche Rescue,2024-12-20,0,815.0,"Mammoth, California, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
Avalanche Rescue,2024-12-20,1,345.0,"North Lake Tahoe / Truckee, California, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-20,0,245.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-20,0,245.0,"Mount Baker, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-20,0,245.0,"Mammoth, California, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-20,6,600.0,"Sawatch Range, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-20,0,635.0,"Payette Powder Guides, Lick Creek Summit, Idaho, United States",2024,12,AIARE 1,aiare 1
AIARE 2 + Avalanche Rescue,2024-12-20,0,1200.0,"Payette Powder Guides, Lick Creek Summit Yurts, Idaho, United States",2024,12,AIARE 2 + Avalanche Rescue,aiare 2
AIARE 1,2024-12-20,0,600.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-20,12,635.0,"Summit County, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-20,2,225.0,"Silverton, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-20,15,635.0,"Snowbird, Cottonwood Canyons, Utah, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-20,7,565.0,"Expedition Kirkwood, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-20,8,699.0,"Rocky Mountain National Park, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-20,0,600.0,"Mount Washington, New Hampshire, United States",2024,12,AIARE 1,aiare 1
AIARE 2,2024-12-20,0,645.0,"Crested Butte, Colorado, United States",2024,12,AIARE 2,aiare 2
AIARE 1,2024-12-20,5,625.5,"Classroom is in Eagle Vail, CO // Field Location – Vail Valley, Vail Pass, Fremont Pass and/or surrounding areas, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-20,8,585.0,"Monarch Pass, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-20,3,250.0,"Aspen, CO, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-20,7,725.0,"Alpine Yurt, Montana, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-20,0,525.0,"White Mountain National Forest, New Hampshire, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-20,5,200.0,"White Mountain National Forest, New Hampshire, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-20,8,595.0,"Crystal Mountain Ski Resort, Washington, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-20,4,695.0,"Baker Backcountry, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-20,0,299.0,"Red Mountain Pass, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 2,2024-12-20,5,1199.0,"Red Mountain Pass, Colorado, United States",2024,12,AIARE 2,aiare 2
AIARE 1,2024-12-20,4,600.0,"Vail Pass, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-20,5,275.0,"Lake Tahoe, California, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-20,12,725.0,"Buffalo Pass, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 2,2024-12-20,0,745.0,"Mt. Baker Backcountry, Washington, United States",2024,12,AIARE 2,aiare 2
Avalanche Rescue,2024-12-20,0,250.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-20,6,595.0,"Crested Butte area backcountry, Colorado, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-20,6,230.0,"Snoqualmie Pass, Washington, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-20,10,850.0,"Tam Rim Alpine Huts, Oregon, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-19,0,550.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-19,1,256.5,"Classroom is in Eagle Vail, CO // Field Location – Vail Valley, Vail Pass, Fremont Pass and/or surrounding areas, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1 + Avalanche Rescue,2024-12-19,2,882.0,"Classroom is in Eagle Vail, CO // Field Location – Vail Valley, Vail Pass, Fremont Pass and/or surrounding areas, Colorado, United States",2024,12,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2024-12-19,18,600.0,"Mt. Baker Backcountry, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-19,14,600.0,"Mt Hood, Oregon, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-19,1,299.0,"Red Mountain Pass, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-19,10,575.0,"Rainier, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-19,12,475.0,"Springhill Suites Island Park Yellowstone, Idaho, United States",2024,12,AIARE 1,aiare 1
Avalanche Rescue,2024-12-19,0,265.0,"Crested Butte, Colorado, United States",2024,12,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2024-12-19,7,0.0,"Mt Rose Ski Tahoe, Nevada, United States",2024,12,Avalanche Rescue,avalanche rescue
AIARE 1,2024-12-19,6,575.0,"Snoqualmie Pass / Paradise, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-18,0,550.0,"Mt. Baker, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-18,13,575.0,"Snoqualmie Pass, Washington, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-18,0,535.0,"Estes Park, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-18,0,525.0,"Donner Summit, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-18,0,595.0,"Rocky Mountain National Park, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-18,0,595.0,"Inyo National Forest, California, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-18,4,495.0,"Canyon Creek Whitefish, MT., Montana, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-17,12,635.0,"Summit County, Colorado, United States",2024,12,AIARE 1,aiare 1
AIARE 1,2024-12-17,9,635.0,"Snowbird, Cottonwood Canyons, Utah, United States",2024,12,AIARE 1,aiare 1
